,customer_id,gender,DateOfBirth,State,Contact,Segment,claim_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent,flag
401,38047917,Male,1985-08-18,VT,972-254-1352,Gold,47371265,Driver error,2017-12-17,Auto,Yes,Injury only,22440.0,1,No,1
402,73611258,Male,1995-03-08,WV,246-752-9853,Gold,18736499,Other driver error,2017-08-11,Auto,No,Injury only,21620.0,1,No,1
403,14696479,Female,1991-07-07,IA,678-719-8217,Silver,58956535,Other causes,2017-02-23,Auto,No,Material only,1540.0,1,No,1
404,25166037,Male,1999-10-28,AL,537-268-6189,Gold,6683382,Other driver error,2017-04-12,Home,Unknown,Injury only,24610.0,1,No,0
405,1123356,Female,1960-07-29,OR,736-725-9481,Silver,50906515,Crime,2018-08-23,Auto,No,Material only,2507.0,5,Yes,1
406,97162684,Male,1994-05-19,WV,874-957-9764,Silver,71712774,Other causes,2017-08-18,Auto,Unknown,Material and injury,20769.0,1,Yes,0
407,95055469,Female,1964-06-23,MS,632-725-7146,Platinum,24181936,Crime,2017-08-18,Auto,No,Material only,2990.0,1,No,1
408,56985179,Male,1974-05-14,MN,894-163-7685,Platinum,7575702,Driver error,2017-10-17,Auto,No,Material only,2967.0,4,Yes,1
409,69039320,Female,1975-09-16,NH,216-854-4563,Platinum,25993027,Driver error,2018-06-03,Auto,No,Material only,1780.0,1,No,1
410,84514444,Female,1982-06-26,NV,712-156-7298,Platinum,22476290,Other causes,2017-07-08,Auto,No,Injury only,30840.0,5,No,1
411,79953263,Male,1967-01-14,ID,685-954-6532,Platinum,75954321,Other causes,2018-03-28,Auto,Yes,Injury only,32680.0,1,No,1
412,15557396,Male,1975-11-03,AR,915-247-7815,Gold,50921792,Other causes,2017-10-17,Auto,Yes,Material and injury,12467.68,3,No,1
413,95002919,Male,1964-04-15,TN,128-196-6753,Platinum,21915563,Natural causes,2018-06-30,Home,No,Material and injury,31110.0,1,No,1
414,7612094,Male,1983-08-26,UT,145-734-4176,Gold,75623323,Natural causes,2018-09-06,Auto,No,Material only,2771.5,1,Yes,1
415,53260501,Female,1998-05-24,OK,624-125-7382,Silver,48509529,Natural causes,2017-03-02,Auto,No,Material only,1000.0,1,No,1
416,92072156,Female,1971-07-28,DE,186-419-2974,Silver,87476916,Natural causes,2018-09-12,Auto,Yes,Material only,2970.0,1,No,1
417,77570823,Female,1963-12-20,AL,846-573-6251,Platinum,25416969,Natural causes,2017-06-25,Auto,No,Material only,2230.0,1,No,1
418,69010101,Female,1971-10-23,AR,825-591-5293,Platinum,24709692,Natural causes,2017-04-25,Auto,Unknown,Material only,3427.0,1,Yes,0
419,1223055,Male,1995-06-02,CA,726-984-2871,Platinum,26773102,Natural causes,2017-10-31,Auto,Yes,Injury only,33490.0,3,No,1
420,9884792,Male,1974-12-23,GA,764-745-3951,Silver,92714664,Driver error,2017-09-14,Auto,Unknown,Injury only,29630.0,1,No,0
421,1144598,Female,1980-04-27,WY,571-397-1798,Platinum,3502909,Driver error,2017-03-22,Auto,Unknown,Injury only,25010.0,1,No,0
422,59716520,Male,1986-08-05,CT,348-546-2769,Silver,26836009,Other causes,2017-11-27,Home,No,Material only,1020.0,1,No,1
423,59056552,Female,1993-04-10,NC,864-129-4829,Gold,43253975,Driver error,2018-06-30,Auto,Yes,Injury only,12467.68,1,No,1
424,25164999,Female,1993-10-25,MD,261-583-6387,Silver,9075822,Other driver error,2018-03-08,Auto,No,Material only,1909.0,1,Yes,1
425,70761779,Female,1992-07-12,AL,932-146-8539,Silver,34549771,Other causes,2017-08-24,Auto,Unknown,Injury only,14460.0,6,No,0
426,62934102,Female,1997-07-25,OR,518-352-6498,Silver,1756485,Other driver error,2018-05-21,Auto,Yes,Material and injury,39280.0,3,No,1
427,11472207,Male,1961-04-19,TN,217-817-4251,Gold,75847149,Natural causes,2017-12-30,Auto,Unknown,Material and injury,44367.0,1,Yes,0
428,97856694,Female,1991-11-14,TN,639-694-8245,Gold,1624094,Natural causes,2017-03-02,Auto,Unknown,Material only,2392.0,1,Yes,0
429,86818440,Male,1983-12-28,WA,397-129-9435,Platinum,13132889,Other causes,2018-03-21,Auto,Unknown,Material and injury,31901.0,1,Yes,0
430,66433138,Male,1978-06-27,TX,752-617-3867,Gold,22577147,Driver error,2017-02-23,Auto,No,Material and injury,21447.5,2,Yes,1
431,87806611,Female,1978-10-11,MD,276-785-5134,Silver,24589924,Other causes,2018-03-14,Auto,Unknown,Material only,2950.0,1,No,0
432,36252121,Female,1985-04-29,IN,127-359-1385,Gold,43099766,Driver error,2017-11-06,Auto,No,Injury only,22000.0,4,No,1
433,19916012,Female,1964-01-22,KS,417-426-7961,Silver,85048276,Driver error,2017-01-14,Auto,No,Material only,1860.0,1,No,1
434,79440308,Female,1997-03-11,AR,623-328-4615,Gold,43196799,Other causes,2017-05-22,Auto,Unknown,Material only,1620.0,1,No,0
435,23116437,Female,1965-06-06,KY,625-325-1724,Silver,49818123,Other driver error,2017-01-21,Auto,No,Material only,12467.68,1,No,1
436,58957713,Female,1962-06-22,MO,146-714-8675,Gold,7292900,Other causes,2017-07-22,Auto,No,Material only,2806.0,1,Yes,1
437,4798021,Male,1960-01-16,FL,516-315-9143,Platinum,76290659,Other driver error,2018-05-01,Auto,No,Material only,1170.0,1,No,1
438,83441797,Male,1997-12-01,IL,489-528-1573,Silver,84441293,Other driver error,2018-05-07,Auto,No,Material only,1630.0,2,No,1
439,30154531,Male,1974-11-16,MA,482-654-2465,Platinum,12379231,Other causes,2017-10-04,Auto,No,Material only,3013.0,1,Yes,1
440,38117638,Female,1992-06-04,MA,175-527-2541,Silver,47755129,Other driver error,2017-02-03,Auto,No,Material only,2060.0,1,No,1
441,12112711,Female,1997-05-15,CA,795-234-3741,Platinum,30272514,Other driver error,2017-03-16,Auto,No,Material only,1276.5,1,Yes,1
442,4652602,Female,1978-10-03,PA,128-371-7892,Gold,86258669,Other causes,2018-08-16,Auto,No,Material only,1320.0,1,No,1
443,45187280,Female,1996-04-04,ND,325-842-5629,Gold,95320599,Other causes,2017-08-11,Auto,Yes,Injury only,33030.0,2,No,1
444,77930023,Male,1982-09-27,GA,967-682-2918,Silver,59321838,Driver error,2017-07-01,Auto,No,Material only,12467.68,1,Yes,1
445,58934617,Male,1990-04-01,CA,157-896-3619,Platinum,72555621,Other causes,2018-09-19,Auto,Yes,Injury only,27002.0,3,Yes,1
446,41182960,Male,1970-05-31,CA,865-345-1634,Gold,83266482,Other causes,2018-07-27,Home,No,Material only,2060.0,1,No,1
447,64488618,Male,1974-02-28,RI,967-894-1953,Silver,88595857,Driver error,2017-10-17,Auto,Yes,Material only,1630.0,1,No,1
448,59793026,Male,1966-12-09,ME,231-719-3629,Gold,76745084,Other driver error,2017-09-07,Auto,Yes,Material and injury,40210.0,1,No,1
449,86621072,Female,1967-09-17,AR,194-254-6572,Platinum,16468239,Other causes,2018-07-20,Auto,No,Material only,1173.0,1,Yes,1
450,47250458,Female,1988-08-26,VT,157-132-6489,Platinum,51476665,Driver error,2017-12-30,Auto,No,Material only,1630.0,2,No,1
451,35163792,Female,1994-05-22,CO,371-423-2618,Platinum,45642452,Other causes,2018-07-20,Auto,Yes,Material and injury,20080.0,2,No,1
452,93871952,Male,1993-09-01,NC,582-426-1238,Platinum,72815943,Other driver error,2018-07-20,Auto,Yes,Material and injury,16880.0,3,No,1
453,32464636,Female,1988-08-25,DE,862-247-1496,Gold,99281527,Driver error,2017-10-31,Auto,No,Material only,2323.0,1,Yes,1
454,7583158,Female,1997-03-20,MT,481-519-7921,Gold,14638010,Other driver error,2017-03-16,Auto,Yes,Injury only,19820.0,1,No,1
455,80670612,Female,1994-07-12,OH,549-586-9146,Gold,8962657,Other driver error,2018-04-10,Auto,Unknown,Injury only,20630.0,5,No,0
456,21840201,Female,1991-01-21,KY,281-146-5627,Platinum,58488479,Driver error,2018-02-09,Auto,Yes,Material only,1510.0,1,No,1
457,29130403,Male,1998-12-27,VT,457-421-1976,Silver,40759519,Driver error,2018-10-03,Auto,No,Material only,12467.68,1,Yes,1
458,89806715,Female,1960-10-26,IA,157-529-5243,Silver,32110693,Crime,2018-08-30,Auto,Unknown,Material only,1710.0,1,No,0
459,56016139,Male,1970-03-10,WI,346-389-9324,Platinum,93285588,Natural causes,2018-04-04,Auto,Unknown,Material only,2219.5,1,Yes,0
460,20028241,Male,1990-09-19,MA,762-628-3261,Platinum,88210615,Driver error,2017-05-29,Auto,No,Material only,2940.0,1,No,1
461,98341654,Male,1997-12-16,NH,375-624-6749,Platinum,84019240,Crime,2017-12-03,Auto,Unknown,Material only,2370.0,1,No,0
462,44643917,Male,1968-12-19,WA,278-698-5972,Gold,21491548,Other driver error,2018-09-06,Auto,Yes,Material and injury,41320.0,1,No,1
463,76185878,Male,1994-01-27,NC,463-812-2598,Gold,45568058,Driver error,2017-11-27,Auto,No,Material only,3231.5,1,Yes,1
464,18665169,Female,1972-02-24,MD,429-825-9486,Gold,63762170,Other causes,2017-07-22,Auto,No,Injury only,37500.0,2,No,1
465,17177153,Female,1985-10-03,HI,951-927-8617,Platinum,28889442,Other causes,2017-09-20,Auto,Unknown,Material only,2670.0,1,No,0
466,84736739,Male,1994-02-27,NE,948-947-1695,Gold,61678713,Other driver error,2017-12-03,Auto,Yes,Material and injury,35800.0,1,No,1
467,20110599,Female,1987-04-22,SD,163-459-7846,Silver,6234135,Other causes,2017-04-05,Auto,Unknown,Material only,2050.0,1,No,0
468,15635627,Male,1997-03-16,OK,417-531-1953,Silver,37251197,Other causes,2018-08-10,Auto,Yes,Material only,12467.68,1,No,1
469,3374112,Female,1960-11-11,MI,213-968-4851,Platinum,95057151,Natural causes,2018-03-01,Auto,Yes,Material and injury,25580.0,1,No,1
470,78415715,Female,1978-07-28,OH,381-591-8265,Platinum,16011067,Natural causes,2017-10-10,Auto,Unknown,Material and injury,39370.0,1,No,0
471,83080037,Male,1982-06-16,MA,965-968-1539,Silver,63446024,Driver error,2018-01-13,Auto,Unknown,Injury only,17250.0,1,No,0
472,74017955,Male,1970-12-09,CO,582-859-4869,Gold,61885878,Driver error,2017-12-30,Auto,Unknown,Material only,2090.0,1,No,0
473,33372791,Male,1965-03-27,NC,642-328-5489,Gold,59248480,Other causes,2017-06-18,Auto,No,Material only,2430.0,1,No,1
474,48874104,Male,1980-12-05,GA,638-891-6419,Silver,11123788,Natural causes,2017-01-14,Auto,No,Material only,1700.0,1,No,1
475,61822144,Male,1998-05-21,LA,184-816-8412,Silver,45511318,Driver error,2017-08-11,Auto,Unknown,Material only,12467.68,1,No,0
476,95418320,Male,1988-08-01,IN,324-817-2436,Silver,23742797,Driver error,2018-08-30,Auto,No,Material only,2820.0,1,No,1
477,26450621,Female,1987-02-14,FL,579-358-6391,Silver,59407693,Natural causes,2018-05-21,Auto,No,Material only,2960.0,1,No,1
478,64622520,Female,1985-05-03,MT,624-571-5793,Gold,46459799,Natural causes,2017-11-27,Auto,No,Material only,2170.0,3,No,1
479,32521691,Female,1986-01-07,ME,326-536-6253,Platinum,92089192,Driver error,2018-10-16,Auto,No,Material only,2320.0,4,No,1
480,39444603,Female,1969-04-12,TN,431-425-7815,Platinum,28708429,Driver error,2017-12-03,Auto,No,Material only,2320.0,1,No,1
481,48960366,Male,1964-08-09,NC,528-576-2918,Platinum,75363718,Driver error,2018-04-04,Auto,No,Material and injury,31450.0,1,No,1
482,80701300,Female,1994-07-28,MS,593-423-4839,Silver,15267466,Other causes,2018-09-06,Auto,Yes,Material only,1150.0,2,Yes,1
483,13275896,Male,1969-02-18,NV,659-459-7463,Platinum,38645590,Natural causes,2017-08-04,Auto,No,Material and injury,23450.0,1,No,1
484,62816998,Male,1960-12-22,AL,941-923-5623,Silver,27334507,Other driver error,2017-05-02,Auto,No,Injury only,13710.0,2,No,1
485,85700566,Male,1968-08-17,DE,289-394-4517,Gold,85427127,Other causes,2018-01-13,Auto,Unknown,Material and injury,16100.0,1,No,0
486,81138909,Male,1989-08-09,NY,163-876-9473,Silver,9552601,Other causes,2017-03-22,Auto,Unknown,Material only,2580.0,1,No,0
487,31115028,Female,1965-10-16,NE,321-243-9564,Silver,5182265,Other driver error,2018-03-28,Auto,Unknown,Material only,2600.0,1,No,0
488,59843845,Female,1992-11-14,LA,657-637-9325,Platinum,27490821,Driver error,2018-10-03,Auto,No,Material and injury,25730.0,2,No,1
489,75471235,Male,1991-07-23,CO,942-659-6475,Gold,39605405,Natural causes,2018-08-10,Auto,No,Material and injury,40540.0,1,No,1
490,37365245,Male,1972-04-24,ND,278-968-4875,Silver,5425811,Natural causes,2017-01-14,Auto,No,Material only,1500.0,2,No,1
491,30886292,Male,1974-05-13,PA,179-142-9184,Silver,91660260,Other driver error,2017-08-24,Auto,Unknown,Material only,2950.0,1,No,0
492,20094340,Male,1966-06-05,WY,497-752-5396,Silver,30877914,Natural causes,2017-09-07,Auto,No,Material only,1060.0,1,No,1
493,40948894,Female,1973-07-16,UT,239-839-2365,Gold,8981804,Other driver error,2017-08-24,Auto,Yes,Injury only,37170.0,1,No,1
494,59903277,Male,1996-05-19,OK,634-697-8673,Gold,18428326,Other causes,2017-03-29,Auto,No,Material only,2185.0,2,Yes,1
495,4412055,Female,1964-05-28,AK,576-276-4931,Gold,80956687,Other causes,2018-06-30,Auto,Unknown,Material and injury,37869.5,4,Yes,0
496,63302691,Female,1978-02-27,WI,496-493-1743,Gold,81516433,Crime,2018-05-21,Auto,No,Material only,1820.0,1,No,1
497,69473158,Male,1989-02-23,WA,962-461-7829,Gold,50068652,Driver error,2018-08-30,Auto,No,Material only,2070.0,1,No,1
498,30943507,Female,1975-12-27,MO,184-859-7185,Silver,58428742,Driver error,2018-05-21,Auto,No,Material and injury,16040.0,1,No,1
499,88072232,Male,1983-06-05,AZ,932-518-9524,Gold,78382955,Other driver error,2017-06-04,Auto,Yes,Material and injury,27310.0,3,No,1
500,17859000,Female,1979-04-05,IA,732-758-2761,Gold,49401942,Crime,2017-02-10,Auto,No,Material only,2550.0,1,No,1
501,44758258,Female,1985-11-14,NJ,789-241-7938,Silver,69139904,Driver error,2017-06-18,Auto,Unknown,Material and injury,27910.0,1,No,0
502,59389375,Male,1988-11-03,VA,985-924-8693,Gold,43043339,Other causes,2017-12-17,Auto,Yes,Injury only,29480.0,3,No,1
503,56357617,Male,1994-12-03,HI,479-834-2685,Gold,11023718,Natural causes,2018-04-04,Auto,Unknown,Material only,1300.0,1,No,0
504,82034436,Female,1973-06-10,NH,612-831-3179,Gold,76743826,Other causes,2017-12-24,Auto,No,Injury only,37630.0,1,No,1
505,85532819,Male,1979-05-09,NY,452-524-8423,Silver,50964521,Driver error,2017-11-06,Auto,Yes,Material and injury,25950.0,3,No,1
506,23741962,Female,1968-08-06,NJ,493-483-5418,Silver,73283463,Other causes,2018-08-16,Auto,Unknown,Material and injury,27240.0,1,No,0
507,96543848,Male,1965-12-07,WV,341-659-5319,Gold,64388927,Other driver error,2017-08-31,Auto,No,Injury only,30340.0,1,No,1
508,91135917,Male,1986-08-15,NV,697-129-2549,Platinum,81102722,Other driver error,2018-09-12,Auto,No,Material only,2710.0,1,No,1
509,524545,Female,1980-08-10,NC,798-862-5398,Gold,35782742,Other driver error,2018-07-27,Auto,No,Injury only,35250.0,3,No,1
510,89479887,Male,1996-02-26,MO,527-156-6825,Platinum,75276533,Driver error,2017-03-09,Home,Yes,Injury only,38890.0,2,No,1
511,73495163,Male,1974-12-30,NY,852-943-3847,Platinum,42320818,Driver error,2017-12-03,Auto,Yes,Material and injury,22570.0,1,No,1
512,49889657,Male,1975-08-21,NE,528-923-7546,Silver,60904940,Natural causes,2018-05-01,Auto,Unknown,Material only,1140.0,1,No,0
513,96931053,Female,1997-01-26,NV,958-657-4621,Gold,32944599,Other causes,2018-06-23,Home,Yes,Injury only,38120.0,1,No,1
514,1300972,Female,1966-06-08,ID,378-587-1687,Platinum,4881066,Crime,2018-03-21,Home,No,Material only,2369.0,1,Yes,1
515,83887508,Female,1969-06-07,ID,965-541-7429,Gold,96406656,Crime,2017-11-06,Auto,No,Material only,12467.68,3,Yes,1
516,53897607,Female,1975-08-31,CO,975-825-8352,Gold,89967218,Other causes,2017-03-02,Auto,Unknown,Material only,1200.0,1,No,0
517,92392817,Female,1988-02-09,ME,269-614-8632,Gold,63627029,Other driver error,2017-12-24,Auto,Unknown,Material only,2081.5,1,Yes,0
518,75086914,Male,1965-11-18,LA,123-389-3254,Platinum,75778891,Other causes,2018-04-10,Auto,No,Material only,1050.0,1,No,1
519,27868943,Female,1980-09-11,IN,951-875-3657,Platinum,88804995,Other driver error,2017-11-27,Auto,No,Material only,2550.0,2,No,1
520,42238302,Male,1993-09-12,NY,764-365-5234,Platinum,73841606,Driver error,2017-11-13,Auto,Unknown,Material only,2590.0,2,No,0
521,83882449,Male,1992-01-31,AR,361-389-8923,Platinum,49124611,Driver error,2017-09-20,Home,Yes,Material only,1644.5,1,Yes,1
522,53191091,Male,1965-03-26,MD,592-942-4216,Silver,40460618,Crime,2017-03-22,Auto,Unknown,Material only,1265.0,1,Yes,0
523,55836042,Male,1983-05-17,AR,687-713-6528,Silver,64046224,Driver error,2018-03-08,Home,No,Material only,1863.0,1,Yes,1
524,19796899,Female,1975-12-17,TX,725-873-8239,Gold,9124181,Other driver error,2018-04-04,Auto,Yes,Material and injury,24667.5,1,Yes,1
525,42014103,Male,1999-02-06,MS,561-657-4953,Gold,42019165,Driver error,2017-12-30,Home,No,Material only,2288.5,4,Yes,1
526,66632396,Female,1961-02-13,MO,247-859-1298,Silver,57175639,Driver error,2017-08-11,Auto,No,Material only,1810.0,1,No,1
527,34778857,Male,1975-08-10,TN,643-645-8493,Gold,56413364,Driver error,2017-04-25,Auto,Unknown,Material and injury,30015.0,1,Yes,0
528,28437868,Female,1968-01-31,NY,398-185-7936,Platinum,4257735,Other driver error,2018-09-26,Auto,No,Material only,1300.0,1,No,1
529,85641672,Male,1979-11-09,PA,512-318-6489,Platinum,98954915,Crime,2018-03-14,Auto,No,Material only,1860.0,1,No,1
530,86985239,Male,1969-09-04,NV,194-354-9283,Gold,49758082,Driver error,2017-06-18,Auto,No,Material and injury,40880.0,1,No,1
531,19409471,Male,1963-11-07,AR,215-978-4689,Silver,2434059,Other driver error,2017-06-18,Auto,No,Material only,1550.0,1,No,1
532,98537509,Female,1989-09-10,NJ,342-312-9723,Gold,70156112,Driver error,2018-06-03,Auto,Unknown,Material and injury,20033.0,3,Yes,0
533,36871042,Male,1999-02-20,RI,428-836-7356,Gold,25838638,Other causes,2017-04-25,Auto,No,Material and injury,20230.0,1,No,1
534,62206180,Male,1967-12-09,NC,914-173-2839,Silver,16726169,Driver error,2018-06-17,Auto,No,Material only,1670.0,2,No,1
535,6448629,Female,1984-10-23,SD,532-279-9851,Gold,74582054,Other causes,2018-04-17,Auto,Unknown,Material only,2714.0,1,Yes,0
536,30197131,Female,1973-11-23,MT,518-765-8532,Gold,78146904,Other driver error,2018-06-17,Auto,No,Injury only,19297.0,1,Yes,1
537,7988398,Male,1976-09-12,PA,459-421-4897,Gold,95997859,Driver error,2017-07-22,Auto,Unknown,Injury only,14720.0,1,No,0
538,13687085,Male,1997-11-18,DE,137-146-7356,Platinum,37688454,Driver error,2018-01-13,Auto,Unknown,Injury only,16760.0,1,No,0
539,30864915,Male,1982-07-09,LA,231-692-9132,Gold,32756328,Driver error,2018-05-28,Auto,No,Material only,2440.0,1,No,1
540,44665885,Female,1994-08-15,CT,312-791-7619,Platinum,80167666,Other driver error,2018-07-07,Auto,Yes,Material and injury,40170.0,1,No,1
541,14604149,Male,1964-04-07,IL,458-539-9346,Platinum,2772206,Driver error,2017-03-29,Auto,Yes,Material and injury,36350.0,1,No,1
542,9600820,Female,1962-02-19,MN,356-384-4378,Gold,41574198,Other causes,2018-09-06,Auto,Unknown,Injury only,29830.0,1,No,0
543,54275114,Male,1968-07-22,MT,913-256-4138,Gold,51377827,Other driver error,2018-05-14,Auto,Yes,Material and injury,29530.0,1,No,1
544,24065986,Male,1998-11-25,PA,416-398-8934,Silver,81369109,Natural causes,2018-10-03,Home,Yes,Injury only,34970.0,1,No,1
545,52208972,Female,1976-12-22,OR,563-624-6872,Silver,62827687,Other causes,2018-02-02,Home,No,Material only,2550.0,1,No,1
546,13435761,Female,1973-07-24,GA,241-382-4182,Gold,22489374,Natural causes,2017-04-18,Auto,No,Material only,2590.0,1,No,1
547,64916376,Male,1999-07-24,MD,723-957-1396,Platinum,55881539,Other causes,2017-01-27,Auto,No,Material only,2850.0,2,No,1
548,35895151,Male,1976-08-12,VT,158-152-8735,Platinum,49545697,Driver error,2018-03-08,Auto,No,Material only,2470.0,3,No,1
549,8201624,Female,1980-11-11,NV,761-527-7361,Platinum,2248378,Natural causes,2017-05-22,Auto,No,Material only,2932.5,4,Yes,1
550,55933927,Male,1965-11-02,AL,143-139-8267,Gold,21658094,Other causes,2018-07-20,Home,No,Material and injury,27404.5,2,Yes,1
551,65899365,Female,1973-07-25,TX,135-971-8567,Platinum,86096444,Driver error,2018-07-14,Auto,No,Material and injury,34160.0,1,No,1
552,57025376,Female,1965-09-20,OH,724-817-2586,Silver,32067078,Other driver error,2017-05-15,Auto,No,Material only,1430.0,1,No,1
553,92189083,Male,1964-05-07,TN,935-642-8416,Gold,96864459,Natural causes,2018-05-28,Auto,Yes,Injury only,19960.0,4,No,1
554,83836752,Female,1986-05-24,MS,435-561-9674,Platinum,45600936,Other driver error,2018-04-24,Auto,No,Material only,1480.0,2,No,1
555,43806629,Female,1986-11-05,MN,561-183-4857,Gold,85493235,Other driver error,2018-07-07,Home,No,Material only,2960.0,3,No,1
556,7303971,Male,1992-03-12,ME,691-856-6412,Silver,65990431,Natural causes,2018-06-03,Auto,No,Material only,1170.0,1,No,1
557,35189228,Male,1974-10-29,RI,951-982-4276,Gold,52113932,Driver error,2018-06-17,Home,Unknown,Material only,1280.0,1,No,0
558,47879133,Female,1981-12-16,CT,918-957-1486,Gold,33229705,Natural causes,2018-02-22,Auto,No,Material only,1110.0,4,No,1
559,25550440,Male,1984-08-11,NY,173-589-2678,Gold,31609133,Natural causes,2018-03-08,Auto,Unknown,Material and injury,17721.5,1,Yes,0
560,38718253,Male,1968-07-19,IL,423-385-8591,Gold,48386458,Other causes,2017-11-13,Auto,Unknown,Injury only,30060.0,1,No,0
561,44632301,Female,1981-02-23,WV,261-697-1863,Silver,37692448,Other driver error,2018-01-06,Auto,Yes,Injury only,44666.0,1,Yes,1
562,46691405,Male,1999-12-03,NY,849-637-4683,Gold,50552314,Other causes,2017-07-22,Auto,Unknown,Injury only,28230.0,1,No,0
563,96395873,Female,1963-10-13,PA,397-921-2875,Platinum,59164542,Crime,2017-09-20,Auto,No,Material only,2410.0,1,No,1
564,25582668,Female,1993-06-20,SD,843-873-3714,Platinum,35976362,Natural causes,2017-06-11,Auto,No,Material only,1265.0,1,Yes,1
565,21969808,Female,1998-10-07,IA,961-647-1945,Platinum,61950339,Natural causes,2018-05-21,Auto,No,Material only,1725.0,1,Yes,1
566,56525103,Male,1999-12-27,CO,312-385-7329,Gold,86644908,Other driver error,2018-04-17,Auto,Unknown,Injury only,19320.0,1,No,0
567,59510159,Male,1981-05-27,IN,421-734-8421,Gold,98940053,Other driver error,2017-05-15,Auto,No,Material only,2430.0,3,No,1
568,76666463,Female,1991-01-30,DE,614-357-3216,Gold,49974494,Crime,2017-08-11,Auto,No,Material only,1000.0,2,No,1
569,10330113,Female,1996-02-23,ID,124-294-1973,Platinum,26308516,Other causes,2017-12-17,Auto,No,Material and injury,29060.0,3,No,1
570,85250389,Female,1967-05-08,TX,827-367-5247,Platinum,9129053,Other driver error,2017-03-02,Auto,Unknown,Injury only,24380.0,1,Yes,0
571,17330419,Female,1998-12-15,DE,625-981-8926,Silver,13865732,Crime,2017-03-16,Auto,Unknown,Material and injury,33210.0,1,No,0
572,62935855,Male,1993-12-16,MD,162-183-8139,Gold,53902980,Other driver error,2017-08-18,Auto,No,Material only,2370.0,1,No,1
573,27304494,Male,1965-05-11,MO,214-139-4297,Gold,52239485,Other causes,2018-06-17,Auto,Unknown,Material and injury,26630.0,1,No,0
574,15820948,Male,1964-02-22,TX,583-641-3184,Silver,53831641,Driver error,2017-09-27,Auto,Yes,Material and injury,14570.0,1,No,1
575,25989608,Female,1997-03-04,IA,498-475-7823,Gold,97044473,Other driver error,2017-06-18,Auto,No,Material only,1700.0,1,No,1
576,64214079,Male,1981-02-26,ME,579-765-9642,Gold,55084633,Other causes,2017-06-18,Auto,Yes,Material and injury,30230.0,1,No,1
577,58468142,Female,1995-03-21,TX,684-172-1892,Gold,54580698,Natural causes,2017-05-09,Auto,No,Material only,1300.0,1,No,1
578,12108789,Female,1967-04-09,IA,529-962-3471,Gold,39063220,Other causes,2018-03-14,Auto,Yes,Material and injury,23851.0,1,Yes,1
579,25365364,Male,1973-04-29,RI,362-491-4692,Platinum,37576598,Other causes,2017-02-10,Auto,No,Material only,1100.0,2,No,1
580,76339681,Female,1990-03-08,MI,843-529-3256,Platinum,70575561,Crime,2018-09-06,Home,Unknown,Material only,1910.0,1,No,0
581,97514724,Male,1969-06-08,FL,641-684-7986,Platinum,97666948,Driver error,2017-01-01,Home,No,Injury only,19120.0,1,No,1
582,14501963,Male,1980-10-24,NM,978-631-4759,Gold,6429479,Driver error,2017-10-24,Auto,No,Material and injury,47748.0,3,Yes,1
583,41673539,Female,1997-03-23,ID,738-935-7236,Platinum,76762783,Crime,2018-01-06,Auto,Yes,Material and injury,44838.5,1,Yes,1
584,47730331,Male,1984-08-02,MD,295-618-9248,Platinum,45452514,Other causes,2018-08-23,Home,Unknown,Material only,1580.0,1,No,0
585,91180828,Female,1987-03-17,MI,136-473-6752,Platinum,39518274,Other causes,2018-09-26,Auto,Unknown,Material and injury,28382.0,1,Yes,0
586,86237672,Male,1963-07-26,IL,384-642-8162,Gold,32160912,Natural causes,2018-02-09,Auto,Unknown,Material only,1530.0,1,No,0
587,47437882,Male,1988-01-04,AR,819-543-1365,Platinum,6313876,Other driver error,2017-06-25,Auto,Unknown,Material and injury,27830.0,2,No,0
588,87092211,Male,1980-06-20,ME,128-398-1894,Silver,62249925,Driver error,2018-10-09,Auto,No,Material only,2340.0,1,No,1
589,49820646,Male,1984-03-03,IL,761-237-6184,Silver,80402957,Driver error,2018-09-06,Auto,Unknown,Material and injury,22011.0,2,Yes,0
590,77542013,Male,1977-10-19,CO,652-914-5274,Platinum,27354249,Driver error,2017-05-15,Auto,No,Material only,2540.0,1,No,1
591,40950455,Male,1978-09-19,TX,679-963-5234,Gold,24770112,Natural causes,2017-08-24,Auto,No,Material only,2790.0,1,No,1
592,97115629,Female,1996-09-22,MT,295-347-9854,Gold,66888980,Other causes,2018-04-04,Auto,No,Material only,2910.0,1,No,1
593,30831279,Male,1984-05-28,ME,516-973-5972,Silver,68461060,Other causes,2017-01-27,Auto,Yes,Injury only,20720.0,1,No,1
594,28866353,Male,1967-03-07,ID,973-967-2815,Silver,54174244,Crime,2017-09-14,Auto,No,Material only,2334.5,1,Yes,1
595,23142036,Female,1984-03-10,CO,628-758-6123,Gold,24522981,Other driver error,2017-08-04,Auto,Yes,Material only,1600.0,1,No,1
596,89986804,Female,1966-04-02,LA,163-572-9136,Silver,6643536,Other causes,2017-11-27,Auto,Yes,Material and injury,37380.0,1,No,1
597,44467682,Male,1993-12-27,IN,571-162-2735,Gold,80758625,Driver error,2018-04-04,Home,No,Material only,1460.0,4,No,1
598,45812655,Male,1995-08-11,VA,123-346-2854,Gold,80523716,Driver error,2018-10-16,Home,No,Material only,1790.0,1,No,1
599,49531152,Male,1971-02-23,FL,857-681-7518,Platinum,48518908,Driver error,2017-01-21,Auto,Unknown,Material only,1040.0,1,No,0
